,supplier_id,operational_assement_score,working_capital_management_score,financing_structure_score,cash_flow_capacity_score,business_risk_score,total_scores,total_scores_scaled,risk_class,scoring_time
86,87,1.7000000000000002,1.65,0.9900000000000001,2.4000000000000004,2.5,1.8430000000000004,0.11459589867310019,F,2022-07-22 10:52:39.028906
87,88,3.8,1.65,1.2100000000000002,2.1500000000000004,3.5,2.3945000000000003,0.3046699982767534,D,2022-07-22 10:52:39.028906
88,89,2.25,1.55,1.2100000000000002,2.2,2.0000000000000004,1.852,0.11769774254695842,F,2022-07-22 10:52:39.028906
89,90,1.35,1.55,1.2100000000000002,4.65,3.5,2.5095,0.3443046699982767,D,2022-07-22 10:52:39.028906
90,91,3.45,1.65,5.0600000000000005,2.35,2.3,2.9645,0.5011201102877821,C,2022-07-22 10:52:39.028906
91,92,1.75,1.7,1.2100000000000002,2.6,3.4,2.0920000000000005,0.2004135791831812,Z,2022-07-22 10:52:39.028906
92,93,1.35,1.7,0.9900000000000001,2.25,2.0,1.6705000000000003,0.055143891090815134,Z,2022-07-22 10:52:39.028906
93,94,1.4500000000000002,1.7,1.2100000000000002,3.45,3.6,2.2745,0.26331207995864203,Z,2022-07-22 10:52:39.028906
94,95,1.65,1.7999999999999998,1.6500000000000001,2.6,3.5,2.195,0.23591245907289318,Z,2022-07-22 10:52:39.028906
95,96,1.35,1.65,1.6500000000000001,3.0,3.4,2.1900000000000004,0.2341892124763054,Z,2022-07-22 10:52:39.028906
96,97,1.85,1.65,1.2100000000000002,3.0,3.9000000000000004,2.277,0.264173703256936,Z,2022-07-22 10:52:39.028906
97,98,1.35,1.7,1.4300000000000002,2.9,4.5,2.296,0.2707220403239702,Z,2022-07-22 10:52:39.028906
98,99,1.35,1.7999999999999998,1.2100000000000002,2.4000000000000004,3.8999999999999995,2.057,0.1883508530070652,F,2022-07-22 10:52:39.028906
99,100,1.4500000000000002,1.6,1.6500000000000001,3.95,4.300000000000001,2.5725000000000002,0.36601757711528515,D,2022-07-22 10:52:39.028906
100,101,1.55,1.85,1.6500000000000001,2.2,3.0,2.0100000000000002,0.17215233499913837,F,2022-07-22 10:52:39.028906
101,102,2.3500000000000005,1.7,0.9900000000000001,2.6,2.9000000000000004,2.0930000000000004,0.20075822850249875,Z,2022-07-22 10:52:39.028906
102,103,5.9,1.85,1.6500000000000001,3.15,3.9000000000000004,3.2525000000000004,0.6003791142512493,B,2022-07-22 10:52:39.028906
103,104,1.55,1.4500000000000002,1.2100000000000002,1.4500000000000002,2.6000000000000005,1.5945000000000003,0.028950542822677946,Z,2022-07-22 10:52:39.028906
104,105,2.8500000000000005,1.65,1.8700000000000003,2.6,4.9,2.6590000000000003,0.3958297432362571,D,2022-07-22 10:52:39.028906
105,106,1.4500000000000002,1.55,1.2100000000000002,3.0,2.6,1.9820000000000002,0.16250215405824572,F,2022-07-22 10:52:39.028906
106,107,1.65,1.65,1.2100000000000002,1.85,3.8,1.9344999999999999,0.14613131139065988,F,2022-07-22 10:52:39.028906
107,108,2.6500000000000004,1.65,1.2100000000000002,2.6,2.1,2.067,0.19179734620024122,F,2022-07-22 10:52:39.028906
108,109,3.3500000000000005,1.6,0.9900000000000001,5.0,3.1,2.903,0.47992417714975,C,2022-07-22 10:52:39.028906
109,110,1.35,1.7,1.2100000000000002,5.300000000000001,3.4,2.6870000000000003,0.40547992417714973,C,2022-07-22 10:52:39.028906
110,111,1.35,1.7999999999999998,1.2100000000000002,2.75,4.1,2.1745,0.22884714802688258,Z,2022-07-22 10:52:39.028906
111,112,2.05,1.7999999999999998,1.6500000000000001,2.6,3.0,2.2,0.23763570566948128,Z,2022-07-22 10:52:39.028906
112,113,1.85,1.6,1.2100000000000002,3.05,4.0,2.2945,0.2702050663449939,Z,2022-07-22 10:52:39.028906
113,114,1.85,1.7999999999999998,7.48,1.4500000000000002,3.9,3.1734999999999998,0.5731518180251591,C,2022-07-22 10:52:39.028906
114,115,1.35,1.55,1.6500000000000001,2.2,4.6,2.1500000000000004,0.22040323970360162,Z,2022-07-22 10:52:39.028906
115,116,1.4500000000000002,1.55,1.4300000000000002,6.2,2.6,2.826,0.45338617956229527,C,2022-07-22 10:52:39.028906
116,117,1.35,1.7,6.16,3.1,4.3,3.2620000000000005,0.6036532827847665,B,2022-07-22 10:52:39.028906
117,118,2.7500000000000004,1.55,1.6500000000000001,4.2,2.8,2.66,0.39617439255557463,D,2022-07-22 10:52:39.028906
118,119,2.45,1.7,1.6500000000000001,4.2,3.1,2.675,0.40134413234533844,C,2022-07-22 10:52:39.028906
119,120,1.4500000000000002,2.4,1.6500000000000001,2.1,4.7,2.33,0.2824401171807685,Z,2022-07-22 10:52:39.028906
120,121,1.35,1.7,1.2100000000000002,1.9000000000000001,3.8,1.8970000000000002,0.13320696191625023,F,2022-07-22 10:52:39.028906
121,122,1.75,1.3500000000000003,6.16,5.3500000000000005,4.0,3.7895000000000008,0.7854557987247976,B,2022-07-22 10:52:39.028906
122,123,3.3500000000000005,1.65,7.26,2.6,2.9000000000000004,3.537,0.6984318455971047,B,2022-07-22 10:52:39.028906
123,124,2.5500000000000003,1.7500000000000002,1.2100000000000002,6.2,3.8,3.222,0.5898673100120626,C,2022-07-22 10:52:39.028906
124,125,2.1500000000000004,1.7999999999999998,1.4300000000000002,2.2,2.2,1.9560000000000002,0.15354127175598825,F,2022-07-22 10:52:39.028906
125,126,1.7000000000000002,1.55,1.6500000000000001,2.25,3.2,2.0225,0.1764604514906082,F,2022-07-22 10:52:39.028906
126,127,3.3500000000000005,1.7,7.26,5.0,4.0,4.312,0.9655350680682404,A,2022-07-22 10:52:39.028906
127,128,1.65,1.65,1.6500000000000001,1.9500000000000002,3.4,1.9875,0.16439772531449243,F,2022-07-22 10:52:39.028906
128,129,1.7000000000000002,1.5000000000000002,1.2100000000000002,5.4,3.7,2.7870000000000004,0.4399448561089092,C,2022-07-22 10:52:39.028906
129,130,2.5500000000000003,1.65,1.6500000000000001,2.2,2.6,2.1100000000000003,0.20661726693089782,Z,2022-07-22 10:52:39.028906
130,131,1.35,1.4500000000000002,1.2100000000000002,6.2,3.5,2.8770000000000002,0.4709632948474926,C,2022-07-22 10:52:39.028906
131,132,1.55,1.6,1.4300000000000002,2.6,3.8000000000000003,2.136,0.21557814923315521,Z,2022-07-22 10:52:39.028906
132,133,2.3500000000000005,1.95,1.4300000000000002,2.6,4.3,2.4410000000000003,0.32069619162502155,D,2022-07-22 10:52:39.028906
133,134,1.35,1.4500000000000002,0.9900000000000001,6.2,3.2,2.7880000000000003,0.44028950542822676,C,2022-07-22 10:52:39.028906
134,135,1.35,1.65,1.4300000000000002,2.9,4.9,2.346,0.28795450628985003,Z,2022-07-22 10:52:39.028906
135,136,1.35,1.4500000000000002,1.4300000000000002,3.9499999999999997,4.5,2.5084999999999997,0.343960020678959,D,2022-07-22 10:52:39.028906
136,137,1.4500000000000002,1.55,1.4300000000000002,4.9,3.7,2.6660000000000004,0.3982422884714803,D,2022-07-22 10:52:39.028906
137,138,2.3500000000000005,1.7999999999999998,6.16,3.15,2.8000000000000003,3.2695000000000003,0.6062381526796484,B,2022-07-22 10:52:39.028906
138,139,1.4500000000000002,1.55,1.2100000000000002,7.0,2.7000000000000006,2.9970000000000003,0.512321213165604,C,2022-07-22 10:52:39.028906
139,140,2.25,1.55,1.43,3.4,3.4000000000000004,2.4059999999999997,0.3086334654489055,D,2022-07-22 10:52:39.028906
140,141,2.45,1.7,0.9900000000000001,3.2,2.4,2.188,0.23349991383767013,Z,2022-07-22 10:52:39.028906
141,142,2.05,1.4500000000000002,1.43,2.35,4.2,2.2035,0.2388419782870928,Z,2022-07-22 10:52:39.028906
142,143,4.9,1.55,1.4300000000000002,5.800000000000001,3.3000000000000003,3.5210000000000004,0.6929174564880235,B,2022-07-22 10:52:39.028906
143,144,2.05,1.65,1.4300000000000002,3.3,3.0000000000000004,2.301,0.2724452869205583,Z,2022-07-22 10:52:39.028906
144,145,2.05,1.55,1.6500000000000001,2.0,3.2,2.0300000000000002,0.17904532138549026,F,2022-07-22 10:52:39.028906
145,146,1.4500000000000002,1.7,1.4300000000000002,1.9500000000000002,4.3,2.0485,0.18542133379286574,F,2022-07-22 10:52:39.028906
146,147,1.4500000000000002,1.7999999999999998,1.6500000000000001,2.1,2.8,1.925,0.1428571428571428,F,2022-07-22 10:52:39.028906
147,148,2.5500000000000003,1.7,1.2100000000000002,2.0,3.8,2.162,0.2245390315354126,Z,2022-07-22 10:52:39.028906
148,149,1.35,1.7,1.4300000000000002,2.2,3.2,1.9260000000000002,0.14320179217646042,F,2022-07-22 10:52:39.028906
149,150,1.35,1.7,1.4300000000000002,5.550000000000001,4.1,2.8985,0.47837325521282076,C,2022-07-22 10:52:39.028906
150,151,2.5500000000000003,1.4500000000000002,1.2100000000000002,4.199999999999999,3.5,2.617,0.38135447182491805,D,2022-07-22 10:52:39.028906
151,152,3.2,1.55,1.4300000000000002,1.7000000000000002,2.0000000000000004,1.9610000000000003,0.15526451835257626,F,2022-07-22 10:52:39.028906
152,153,2.5500000000000003,1.65,1.2100000000000002,1.85,3.4,2.0545,0.18748922970877124,F,2022-07-22 10:52:39.028906
153,154,2.3500000000000005,1.7999999999999998,6.38,3.4499999999999997,3.8,3.5384999999999995,0.6989488195760811,B,2022-07-22 10:52:39.028906
154,155,1.35,2.0,1.2100000000000002,1.85,3.5,1.8995000000000002,0.13406858521454418,F,2022-07-22 10:52:39.028906
155,156,2.3500000000000005,2.0,0.9900000000000001,3.2,2.3000000000000003,2.213,0.24211614682060997,Z,2022-07-22 10:52:39.028906
156,157,5.8,1.7,1.4300000000000002,1.85,4.4,2.9085,0.4818197484059968,C,2022-07-22 10:52:39.028906
157,158,1.4500000000000002,1.55,1.43,3.4,3.0999999999999996,2.201,0.23798035498879883,Z,2022-07-22 10:52:39.028906
158,159,1.4500000000000002,1.7,1.6500000000000001,3.0,4.0,2.31,0.2755471307944166,Z,2022-07-22 10:52:39.028906
159,160,1.4500000000000002,1.65,1.6500000000000001,3.4,4.1,2.415,0.311735309322764,D,2022-07-22 10:52:39.028906
160,161,1.4500000000000002,1.7,1.4300000000000002,2.2,3.4,1.9760000000000002,0.16043425814234016,F,2022-07-22 10:52:39.028906
161,162,1.35,1.65,6.38,1.9500000000000002,3.9,2.9485,0.4956057211787006,C,2022-07-22 10:52:39.028906
162,163,3.05,1.7999999999999998,0.9900000000000001,3.8000000000000003,1.7000000000000002,2.3729999999999998,0.29726003791142497,Z,2022-07-22 10:52:39.028906
163,164,1.55,1.7999999999999998,1.2100000000000002,3.0,4.0,2.262,0.2590039634671721,Z,2022-07-22 10:52:39.028906
164,165,1.35,1.7999999999999998,1.6500000000000001,2.6,1.0999999999999999,1.7750000000000001,0.09115974495950367,Z,2022-07-22 10:52:39.028906
165,166,1.35,1.4500000000000002,1.6500000000000001,2.6,3.8,2.11,0.2066172669308977,Z,2022-07-22 10:52:39.028906
166,167,1.4500000000000002,1.55,1.6500000000000001,4.800000000000001,1.3,2.325,0.28071687058418054,Z,2022-07-22 10:52:39.028906
167,168,2.2,1.4500000000000002,1.2100000000000002,5.450000000000001,3.3000000000000003,2.8295000000000003,0.45459245217990696,C,2022-07-22 10:52:39.028906
168,169,2.5500000000000003,1.55,1.4300000000000002,2.6,1.7000000000000002,2.011,0.17249698431845592,F,2022-07-22 10:52:39.028906
169,170,3.3500000000000005,1.7,1.2100000000000002,2.1,1.5,2.0020000000000002,0.1693951404445976,F,2022-07-22 10:52:39.028906
170,171,1.35,1.65,1.4300000000000002,2.6,3.8,2.106,0.2052386696536273,Z,2022-07-22 10:52:39.028906
171,172,2.1500000000000004,1.65,1.6500000000000001,2.35,3.2,2.1575,0.22298810959848353,Z,2022-07-22 10:52:39.028906
172,173,1.4500000000000002,1.65,1.6500000000000001,3.0,4.4,2.3600000000000003,0.2927795967602964,Z,2022-07-22 10:52:39.028906
173,174,1.35,1.55,1.2100000000000002,1.85,3.5,1.8094999999999999,0.1030501464759606,F,2022-07-22 10:52:39.028906
174,175,1.4500000000000002,1.7999999999999998,1.4300000000000002,2.6,3.5000000000000004,2.111,0.2069619162502154,Z,2022-07-22 10:52:39.028906
175,176,1.4500000000000002,1.4500000000000002,1.4300000000000002,5.15,3.4000000000000004,2.6635,0.39738066517318615,D,2022-07-22 10:52:39.028906
176,177,1.9500000000000002,2.1,1.2100000000000002,2.4000000000000004,3.6999999999999997,2.207,0.24004825090470433,Z,2022-07-22 10:52:39.028906
177,178,1.35,1.7999999999999998,1.6500000000000001,2.25,3.2,2.0025,0.16956746510425633,F,2022-07-22 10:52:39.028906
178,179,1.4500000000000002,1.55,1.2100000000000002,3.0,2.9,2.027,0.17801137342753745,F,2022-07-22 10:52:39.028906
179,180,2.45,1.65,0.9900000000000001,3.8000000000000003,1.9,2.253,0.25590211959331377,Z,2022-07-22 10:52:39.028906
180,181,1.35,1.55,1.6500000000000001,5.000000000000001,2.3,2.505,0.34275374806134745,D,2022-07-22 10:52:39.028906
181,182,1.85,1.55,1.2100000000000002,6.200000000000001,4.2,3.1020000000000003,0.5485093916939514,C,2022-07-22 10:52:39.028906
182,183,1.4500000000000002,1.7,0.9900000000000001,3.4,2.1,1.993,0.1662932965707392,F,2022-07-22 10:52:39.028906
183,184,1.9500000000000002,1.4500000000000002,1.8700000000000003,3.4,3.9000000000000004,2.4890000000000003,0.3372393589522661,D,2022-07-22 10:52:39.028906
184,185,2.1500000000000004,1.65,1.4300000000000002,3.2,2.9,2.281,0.2655523005342064,Z,2022-07-22 10:52:39.028906
185,186,1.35,1.65,1.2100000000000002,2.25,4.8,2.1245000000000003,0.21161468206100292,Z,2022-07-22 10:52:39.028906
186,187,1.35,1.65,1.6500000000000001,3.15,3.5,2.2425,0.252283301740479,Z,2022-07-22 10:52:39.028906
187,188,1.35,1.55,1.4300000000000002,5.800000000000001,2.5,2.6910000000000003,0.4068585214544201,C,2022-07-22 10:52:39.028906
188,189,1.65,1.7,1.6500000000000001,6.2,3.2,3.03,0.5236946407030844,C,2022-07-22 10:52:39.028906
189,190,1.4500000000000002,1.55,1.6500000000000001,3.8,2.8000000000000003,2.3000000000000003,0.2721006376012407,Z,2022-07-22 10:52:39.028906
190,191,1.4500000000000002,1.65,0.9900000000000001,3.0,3.6,2.108,0.20592796829226256,Z,2022-07-22 10:52:39.028906
191,192,1.4500000000000002,1.65,7.26,2.6,3.6,3.262,0.6036532827847664,B,2022-07-22 10:52:39.028906
192,193,1.35,1.3500000000000003,1.4300000000000002,4.6,3.1,2.441,0.3206961916250214,D,2022-07-22 10:52:39.028906
193,194,1.35,1.55,1.2100000000000002,1.9500000000000002,4.8,2.0295,0.1788729967258314,F,2022-07-22 10:52:39.028906
194,195,1.9500000000000002,1.7,1.2100000000000002,5.050000000000001,3.2,2.7145000000000006,0.41495778045838366,C,2022-07-22 10:52:39.028906
195,196,2.6,1.95,1.6500000000000001,2.6,2.3,2.2350000000000003,0.24969843184559712,Z,2022-07-22 10:52:39.028906
196,197,2.6500000000000004,1.55,1.4300000000000002,2.75,3.6,2.3535000000000004,0.2905393761847321,Z,2022-07-22 10:52:39.028906
197,198,1.35,1.95,0.9900000000000001,3.0,2.3000000000000003,1.953,0.15250732379803544,F,2022-07-22 10:52:39.028906
198,199,1.35,1.7,1.4300000000000002,2.2,3.7,2.0010000000000003,0.16905049112528006,F,2022-07-22 10:52:39.028906
199,200,1.35,1.55,1.6500000000000001,6.2,4.4,3.12,0.554713079441668,C,2022-07-22 10:52:39.028906
200,201,1.55,1.55,7.26,5.800000000000001,2.8,3.942,0.8380148199207305,A,2022-07-22 10:52:39.028906
201,202,3.0999999999999996,1.55,1.2100000000000002,3.6,2.9000000000000004,2.507,0.3434430466999827,D,2022-07-22 10:52:39.028906
